qid,video,question,type_code,relation_from_type,relation_from_lexical,relation_final,relation_disagreement,extraction_status,anchor_clause,target_entity,query_roles,query_texts,seed_texts,fallback_reason,n_text_embeddings,n_seed_queries,subject_prepended,head_form,v2_fallback_reason,v2_texts,sample_reason,human_label_anchor_ok,human_label_relation_ok,human_notes
0,6097994550,what did the man sitting on top do after he came off the person on the ground,TN,AFTER,AFTER,AFTER,0,clause_extracted,he came off the person on the ground,the man sitting on top,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the man sitting on top do after he came off the person on the ground"", ""a video frame showing he came off the person on the ground"", ""a video frame showing the man sitting on top""]","[""what did the man sitting on top do after he came off the person on the ground"", ""a video frame showing he came off the person on the ground""]",,3,2,0,what_do,,"[""a video frame showing man sitting on top he came off the person on the ground"", ""a video frame showing man sitting on top""]",pronoun_clause,,,
4,3972259774,why do they wave hands towards the end,CW,CAUSE,,CAUSE,0,head_event,they wave hands towards the end,,"[""original"", ""anchor_primary""]","[""why do they wave hands towards the end"", ""a video frame showing they wave hands towards the end""]","[""why do they wave hands towards the end"", ""a video frame showing they wave hands towards the end""]",,2,2,0,why_head,no_clause_pattern_matched,"[""a video frame showing why do they wave hands towards the end"", ""why do they wave hands towards the end""]",pronoun_clause,,,
8,6727904179,why is it bright outside the window,CW,CAUSE,,CAUSE,0,head_event,it bright outside the window,,"[""original"", ""anchor_primary""]","[""why is it bright outside the window"", ""a video frame showing it bright outside the window""]","[""why is it bright outside the window"", ""a video frame showing it bright outside the window""]",,2,2,0,why_head,no_clause_pattern_matched,"[""a video frame showing why is it bright outside the window"", ""why is it bright outside the window""]",pronoun_clause,,,
6,4707679105,what did the man do after he looked at the camera at the end of the video,TN,AFTER,AFTER,AFTER,0,clause_extracted,he looked at the camera,the man,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the man do after he looked at the camera at the end of the video"", ""a video frame showing he looked at the camera"", ""a video frame showing the man""]","[""what did the man do after he looked at the camera at the end of the video"", ""a video frame showing he looked at the camera""]",,3,2,0,what_do,,"[""a video frame showing man he looked at the camera at the end of the video"", ""a video frame showing man""]",pronoun_clause,,,
1,2400171624,why did he stopped halfway for a short while in the video,CW,CAUSE,DURING,CAUSE,1,clause_extracted,he stopped halfway for a short,,"[""original"", ""anchor_primary""]","[""why did he stopped halfway for a short while in the video"", ""a video frame showing he stopped halfway for a short""]","[""why did he stopped halfway for a short while in the video"", ""a video frame showing he stopped halfway for a short""]",,2,2,0,why_head,,"[""a video frame showing he stopped halfway for a short while""]",pronoun_clause,,,
1,3026084730,what did the man in the middle do after he put the paper into his pocket at the beginning of the video,TN,AFTER,AFTER,AFTER,0,clause_extracted,he put the paper into his pocket,,"[""original"", ""anchor_primary""]","[""what did the man in the middle do after he put the paper into his pocket at the beginning of the video"", ""a video frame showing he put the paper into his pocket""]","[""what did the man in the middle do after he put the paper into his pocket at the beginning of the video"", ""a video frame showing he put the paper into his pocket""]",,2,2,0,what_head,,"[""a video frame showing man in the middle he put the paper into his pocket at the beginning of the video"", ""a video frame showing man in the middle""]",pronoun_clause,,,
6,6188449000,how did the boy react as he was playing with the paper,TC,DURING,DURING,DURING,0,clause_extracted,he was playing with the paper,,"[""original"", ""anchor_primary""]","[""how did the boy react as he was playing with the paper"", ""a video frame showing he was playing with the paper""]","[""how did the boy react as he was playing with the paper"", ""a video frame showing he was playing with the paper""]",,2,2,0,how_head,,"[""a video frame showing the boy react as he was playing with the paper""]",pronoun_clause,,,
4,5533380417,what did the baby do after it moved its feet,TN,AFTER,AFTER,AFTER,0,clause_extracted,it moved its feet,the baby,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the baby do after it moved its feet"", ""a video frame showing it moved its feet"", ""a video frame showing the baby""]","[""what did the baby do after it moved its feet"", ""a video frame showing it moved its feet""]",,3,2,0,what_do,,"[""a video frame showing baby it moved its feet"", ""a video frame showing baby""]",pronoun_clause,,,
4,6443512089,how does the child react when he sees his shadow,TC,DURING,DURING,DURING,0,clause_extracted,he sees his shadow,,"[""original"", ""anchor_primary""]","[""how does the child react when he sees his shadow"", ""a video frame showing he sees his shadow""]","[""how does the child react when he sees his shadow"", ""a video frame showing he sees his shadow""]",,2,2,0,how_head,,"[""a video frame showing the child react when he sees his shadow""]",pronoun_clause,,,
2,11871253306,what does the boy in white sleeves do after he seeing the ball running,TN,AFTER,AFTER,AFTER,0,clause_extracted,he seeing the ball running,the boy in white sleeves,"[""original"", ""anchor_primary"", ""target_entity""]","[""what does the boy in white sleeves do after he seeing the ball running"", ""a video frame showing he seeing the ball running"", ""a video frame showing the boy in white sleeves""]","[""what does the boy in white sleeves do after he seeing the ball running"", ""a video frame showing he seeing the ball running""]",,3,2,0,what_do,,"[""a video frame showing boy in white sleeves he seeing the ball running"", ""a video frame showing boy in white sleeves""]",pronoun_clause,,,
7,13919236672,what did the girl do after she dragged open the red box,TN,AFTER,AFTER,AFTER,0,clause_extracted,she dragged open the red box,the girl,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the girl do after she dragged open the red box"", ""a video frame showing she dragged open the red box"", ""a video frame showing the girl""]","[""what did the girl do after she dragged open the red box"", ""a video frame showing she dragged open the red box""]",,3,2,0,what_do,,"[""a video frame showing girl she dragged open the red box"", ""a video frame showing girl""]",pronoun_clause,,,
8,4217422838,what did the boy do after he completely tore the wrappers from the spear,TN,AFTER,AFTER,AFTER,0,clause_extracted,he completely tore the wrappers from the spear,the boy,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the boy do after he completely tore the wrappers from the spear"", ""a video frame showing he completely tore the wrappers from the spear"", ""a video frame showing the boy""]","[""what did the boy do after he completely tore the wrappers from the spear"", ""a video frame showing he completely tore the wrappers from the spear""]",,3,2,0,what_do,,"[""a video frame showing boy he completely tore the wrappers from the spear"", ""a video frame showing boy""]",pronoun_clause,,,
7,2987766537,what did the baby do at the end when he cannot change the posture,TC,DURING,DURING,DURING,0,clause_extracted,he cannot change the posture,the baby,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the baby do at the end when he cannot change the posture"", ""a video frame showing he cannot change the posture"", ""a video frame showing the baby""]","[""what did the baby do at the end when he cannot change the posture"", ""a video frame showing he cannot change the posture""]",,3,2,0,what_do,no_clause_pattern_matched,"[""a video frame showing the baby do at the end when he cannot change the posture"", ""what did the baby do at the end when he cannot change the posture""]",pronoun_clause,,,
5,2782658657,what did the girl in pink do after she reached the stairs,TN,AFTER,AFTER,AFTER,0,clause_extracted,she reached the stairs,the girl in pink,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the girl in pink do after she reached the stairs"", ""a video frame showing she reached the stairs"", ""a video frame showing the girl in pink""]","[""what did the girl in pink do after she reached the stairs"", ""a video frame showing she reached the stairs""]",,3,2,0,what_do,,"[""a video frame showing girl in pink she reached the stairs"", ""a video frame showing girl in pink""]",pronoun_clause,,,
7,7605329840,what was the girl in black doing before she stood up near the end,TP,BEFORE,BEFORE,BEFORE,0,clause_extracted,she stood up near the end,the girl in black,"[""original"", ""anchor_primary"", ""target_entity""]","[""what was the girl in black doing before she stood up near the end"", ""a video frame showing she stood up near the end"", ""a video frame showing the girl in black""]","[""what was the girl in black doing before she stood up near the end"", ""a video frame showing she stood up near the end""]",,3,2,0,what_doing,no_clause_pattern_matched,"[""a video frame showing what was the girl in black doing before she stood up near the end"", ""what was the girl in black doing before she stood up near the end""]",pronoun_clause,,,
0,7001078933,what did the man with white helmet do before he bend down,TP,BEFORE,BEFORE,BEFORE,0,clause_extracted,he bend down,the man with white helmet,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the man with white helmet do before he bend down"", ""a video frame showing he bend down"", ""a video frame showing the man with white helmet""]","[""what did the man with white helmet do before he bend down"", ""a video frame showing he bend down""]",,3,2,0,what_do,,"[""a video frame showing man with white helmet he bend down"", ""a video frame showing man with white helmet""]",pronoun_clause,,,
9,3155382178,what does the woman do when she first approached the man at the start,TC,DURING,DURING,DURING,0,clause_extracted,she first approached the man at the start,the woman,"[""original"", ""anchor_primary"", ""target_entity""]","[""what does the woman do when she first approached the man at the start"", ""a video frame showing she first approached the man at the start"", ""a video frame showing the woman""]","[""what does the woman do when she first approached the man at the start"", ""a video frame showing she first approached the man at the start""]",,3,2,0,what_do,,"[""a video frame showing she first approached the man at the start"", ""a video frame showing woman near she first approached the man at the start""]",pronoun_clause,,,
5,7988210561,what did the baby do after she touched the toy s hand,TN,AFTER,AFTER,AFTER,0,clause_extracted,she touched the toy s hand,the baby,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the baby do after she touched the toy's hand"", ""a video frame showing she touched the toy's hand"", ""a video frame showing the baby""]","[""what did the baby do after she touched the toy's hand"", ""a video frame showing she touched the toy's hand""]",,3,2,0,what_do,,"[""a video frame showing baby she touched the toy's hand"", ""a video frame showing baby""]",pronoun_clause,,,
