qid,video,question,type_code,relation_from_type,relation_from_lexical,relation_final,relation_disagreement,extraction_status,anchor_clause,target_entity,query_roles,query_texts,seed_texts,fallback_reason,n_text_embeddings,n_seed_queries,subject_prepended,head_form,v2_fallback_reason,v2_texts
1,6356067859,why did the girl in white put her hands in front of the horse,CW,CAUSE,,CAUSE,0,head_event,the girl in white put her hands in front of the horse,,"[""original"", ""anchor_primary""]","[""why did the girl in white put her hands in front of the horse"", ""a video frame showing the girl in white put her hands in front of the horse""]","[""why did the girl in white put her hands in front of the horse"", ""a video frame showing the girl in white put her hands in front of the horse""]",,2,2,0,why_head,,"[""a video frame showing the girl in white put her hands in front of the horse""]"
6,2503404966,how does the boy feel while riding the toy,TC,DURING,DURING,DURING,0,clause_extracted,riding the toy,,"[""original"", ""anchor_primary""]","[""how does the boy feel while riding the toy"", ""a video frame showing riding the toy""]","[""how does the boy feel while riding the toy"", ""a video frame showing riding the toy""]",,2,2,0,how_head,,"[""a video frame showing the boy feel while riding the toy""]"
7,3151715056,how does the lady on the right interact with the girl on the chair,CH,MANNER,,MANNER,0,head_event,the lady on the right interact with the girl on the chair,,"[""original"", ""anchor_primary""]","[""how does the lady on the right interact with the girl on the chair"", ""a video frame showing the lady on the right interact with the girl on the chair""]","[""how does the lady on the right interact with the girl on the chair"", ""a video frame showing the lady on the right interact with the girl on the chair""]",,2,2,0,how_head,,"[""a video frame showing the lady on the right interact with the girl on the chair""]"
7,7164729910,how does the boy operate the toy car,CH,MANNER,,MANNER,0,head_event,the boy operate the toy car,,"[""original"", ""anchor_primary""]","[""how does the boy operate the toy car"", ""a video frame showing the boy operate the toy car""]","[""how does the boy operate the toy car"", ""a video frame showing the boy operate the toy car""]",,2,2,0,how_head,,"[""a video frame showing the boy operate the toy car""]"
8,8557532213,why did the boy in yellow look at the boy in blue before the boy in blue kicked the ball,CW,CAUSE,BEFORE,CAUSE,1,clause_extracted,the boy in yellow look at the boy in blue,,"[""original"", ""anchor_primary""]","[""why did the boy in yellow look at the boy in blue before the boy in blue kicked the ball"", ""a video frame showing the boy in yellow look at the boy in blue""]","[""why did the boy in yellow look at the boy in blue before the boy in blue kicked the ball"", ""a video frame showing the boy in yellow look at the boy in blue""]",,2,2,0,why_head,,"[""a video frame showing the boy in yellow look at the boy in blue before the boy in blue kicked the ball""]"
7,8783897632,how does the male cyclist react when he sees the steep path,TC,DURING,DURING,DURING,0,clause_extracted,he sees the steep path,,"[""original"", ""anchor_primary""]","[""how does the male cyclist react when he sees the steep path"", ""a video frame showing he sees the steep path""]","[""how does the male cyclist react when he sees the steep path"", ""a video frame showing he sees the steep path""]",,2,2,0,how_head,,"[""a video frame showing the male cyclist react when he sees the steep path""]"
6,5333075105,why is the man smiling at the end of the video,CW,CAUSE,,CAUSE,0,head_event,the man smiling,,"[""original"", ""anchor_primary""]","[""why is the man smiling at the end of the video"", ""a video frame showing the man smiling""]","[""why is the man smiling at the end of the video"", ""a video frame showing the man smiling""]",,2,2,0,why_head,no_clause_pattern_matched,"[""a video frame showing why is the man smiling at the end of the video"", ""why is the man smiling at the end of the video""]"
2,8783897632,how do the two people transport the bikes down the slope,CH,MANNER,,MANNER,0,head_event,the two people transport the bikes down the slope,,"[""original"", ""anchor_primary""]","[""how do the two people transport the bikes down the slope"", ""a video frame showing the two people transport the bikes down the slope""]","[""how do the two people transport the bikes down the slope"", ""a video frame showing the two people transport the bikes down the slope""]",,2,2,0,how_head,no_clause_pattern_matched,"[""a video frame showing how do the two people transport the bikes down the slope"", ""how do the two people transport the bikes down the slope""]"
4,11244289523,how did the baby react when she first saw the tissue,TC,DURING,DURING,DURING,0,clause_extracted,she first saw the tissue,,"[""original"", ""anchor_primary""]","[""how did the baby react when she first saw the tissue"", ""a video frame showing she first saw the tissue""]","[""how did the baby react when she first saw the tissue"", ""a video frame showing she first saw the tissue""]",,2,2,0,how_head,,"[""a video frame showing the baby react when she first saw the tissue""]"
0,9612838272,why did the girl climb up at the start,CW,CAUSE,,CAUSE,0,head_event,the girl climb up at the start,,"[""original"", ""anchor_primary""]","[""why did the girl climb up at the start"", ""a video frame showing the girl climb up at the start""]","[""why did the girl climb up at the start"", ""a video frame showing the girl climb up at the start""]",,2,2,0,why_head,,"[""a video frame showing the girl climb up at the start""]"
0,4485498145,what does the lady in pink do after drinking some water at the start,TN,AFTER,AFTER,AFTER,0,clause_extracted,the lady in pink drinking some water at the start,the lady in pink,"[""original"", ""anchor_primary"", ""target_entity""]","[""what does the lady in pink do after drinking some water at the start"", ""a video frame showing the lady in pink drinking some water at the start"", ""a video frame showing the lady in pink""]","[""what does the lady in pink do after drinking some water at the start"", ""a video frame showing the lady in pink drinking some water at the start""]",,3,2,1,what_do,,"[""a video frame showing lady in pink drinking some water at the start"", ""a video frame showing lady in pink""]"
1,4010069381,why did the lady bend towards the man with brown vest,CW,CAUSE,,CAUSE,0,head_event,the lady bend towards the man with brown vest,,"[""original"", ""anchor_primary""]","[""why did the lady bend towards the man with brown vest"", ""a video frame showing the lady bend towards the man with brown vest""]","[""why did the lady bend towards the man with brown vest"", ""a video frame showing the lady bend towards the man with brown vest""]",,2,2,0,why_head,,"[""a video frame showing the lady bend towards the man with brown vest""]"
3,9408800471,does the dog try to bite on the ball when the ball rolls on the ground,TC,DURING,DURING,DURING,0,clause_extracted,the ball rolls on the ground,,"[""original"", ""anchor_primary""]","[""does the dog try to bite on the ball when the ball rolls on the ground"", ""a video frame showing the ball rolls on the ground""]","[""does the dog try to bite on the ball when the ball rolls on the ground"", ""a video frame showing the ball rolls on the ground""]",,2,2,0,unmatched,no_clause_pattern_matched,"[""a video frame showing does the dog try to bite on the ball when the ball rolls on the ground"", ""does the dog try to bite on the ball when the ball rolls on the ground""]"
9,2809330695,how does the baby try to get the pink toy near the end,CH,MANNER,,MANNER,0,head_event,the baby try to get the pink toy near the end,,"[""original"", ""anchor_primary""]","[""how does the baby try to get the pink toy near the end"", ""a video frame showing the baby try to get the pink toy near the end""]","[""how does the baby try to get the pink toy near the end"", ""a video frame showing the baby try to get the pink toy near the end""]",,2,2,0,how_head,,"[""a video frame showing the baby try to get the pink toy near the end""]"
2,3445431963,how does the first diver react to the camera filming,TC,DURING,,DURING,0,head_event,the first diver react to the camera filming,,"[""original"", ""anchor_primary""]","[""how does the first diver react to the camera filming"", ""a video frame showing the first diver react to the camera filming""]","[""how does the first diver react to the camera filming"", ""a video frame showing the first diver react to the camera filming""]",,2,2,0,how_head,,"[""a video frame showing the first diver react to the camera filming""]"
